entry_threshold,exit_threshold,exit_prob_drop,min_hold_bars,max_hold_seconds,stop_loss_pct,take_profit_pct,max_spread_bps,trades,wins,pnl,pnl_perc,sharpe,max_drawdown,profit_factor,median_trade,avg_trade,fraction_time_in_position,skipped_spread,skipped_sizing,skipped_other,exit_reasons,coverage
0.49,0.48,0.15,3,,0.005,,10,765,245,-6.466477247907558,-0.3233238623953779,-7.703460305082027,6.487446955251488,0.447334108819834,-0.008619412313452403,-0.008452911435173268,0.3975,599,0,0,"{""gate_close"": 887, ""prob_floor"": 470, ""prob_trailing"": 1, ""stop_loss"": 6}",0.264
0.49,0.48,0.15,3,,0.005,0.0075,8,636,219,-1.401764164354041,-0.07008820821770205,-1.4069944043417484,2.2973916310269704,0.8374083962780521,-0.007339540995534886,-0.002204031704959185,0.4553,1298,0,0,"{""gate_close"": 1205, ""prob_floor"": 637, ""prob_trailing"": 2, ""take_profit"": 76, ""stop_loss"": 14}",0.264
0.49,0.48,0.15,3,,0.005,0.0075,10,766,245,-6.486441294233421,-0.324322064711671,-7.691106206100167,6.507411001577351,0.44752191085874093,-0.008621715655172979,-0.008467939026414377,0.3974,599,0,0,"{""gate_close"": 882, ""prob_floor"": 462, ""take_profit"": 14, ""prob_trailing"": 1, ""stop_loss"": 6}",0.264
0.49,0.48,0.15,3,3600.0,0.004,,8,638,221,-1.4074565567922446,-0.07037282783961223,-1.391997315284925,2.2761386860633515,0.8388442034595347,-0.007306098499362892,-0.002206044759862453,0.4556,1298,0,0,"{""gate_close"": 1227, ""prob_floor"": 680, ""prob_trailing"": 3, ""stop_loss"": 24, ""time_limit"": 2}",0.264
0.49,0.48,0.15,3,3600.0,0.004,,10,766,246,-6.474489915225054,-0.32372449576125273,-7.650970612653504,6.495459622568984,0.44957651959065276,-0.008603627981809275,-0.008452336703949147,0.3974,598,0,0,"{""gate_close"": 880, ""prob_floor"": 468, ""stop_loss"": 13, ""prob_trailing"": 1, ""time_limit"": 2}",0.264
0.49,0.48,0.15,3,3600.0,0.004,0.0075,8,638,221,-1.4287095017558635,-0.07143547508779317,-1.419912771135106,2.2973916310269704,0.8364107107468013,-0.007306098499362892,-0.0022393565858242377,0.4549,1294,0,0,"{""gate_close"": 1193, ""prob_floor"": 635, ""prob_trailing"": 2, ""take_profit"": 76, ""stop_loss"": 24, ""time_limit"": 2}",0.264
0.49,0.48,0.15,3,3600.0,0.004,0.0075,10,767,246,-6.494453961550917,-0.32472269807754583,-7.6392427190044545,6.515423668894847,0.44975571055499425,-0.008619412313452403,-0.00846734545182648,0.3973,598,0,0,"{""gate_close"": 875, ""prob_floor"": 460, ""take_profit"": 14, ""stop_loss"": 13, ""prob_trailing"": 1, ""time_limit"": 2}",0.264
0.49,0.48,0.15,3,3600.0,0.005,,8,636,219,-1.3805112193904217,-0.06902556096952109,-1.37879997389698,2.2761386860633515,0.8398735401969234,-0.007339540995534886,-0.0021706151248277092,0.456,1302,0,0,"{""gate_close"": 1239, ""prob_floor"": 680, ""prob_trailing"": 3, ""stop_loss"": 14, ""time_limit"": 2}",0.264
0.49,0.48,0.15,3,3600.0,0.005,,10,765,245,-6.466477247907558,-0.3233238623953779,-7.703460305082027,6.487446955251488,0.447334108819834,-0.008619412313452403,-0.008452911435173268,0.3975,599,0,0,"{""gate_close"": 887, ""prob_floor"": 468, ""prob_trailing"": 1, ""time_limit"": 2, ""stop_loss"": 6}",0.264
0.49,0.48,0.15,3,3600.0,0.005,0.0075,8,636,219,-1.401764164354041,-0.07008820821770205,-1.4069944043417484,2.2973916310269704,0.8374083962780521,-0.007339540995534886,-0.002204031704959185,0.4553,1298,0,0,"{""gate_close"": 1205, ""prob_floor"": 635, ""prob_trailing"": 2, ""take_profit"": 76, ""stop_loss"": 14, ""time_limit"": 2}",0.264
